stkcd,year,ind
002066,2015,C30
002066,2016,C30
002066,2017,C30
002066,2018,C30
002066,2019,C30
002066,2020,C30
002066,2021,C30
002066,2022,C30
002066,2023,C30
002067,2008,C22
002067,2009,C22
002067,2010,C22
002067,2011,C22
002067,2012,C22
002067,2013,C22
002067,2014,C22
002067,2015,C22
002067,2016,C22
002067,2017,C22
002067,2018,C22
002067,2019,C22
002067,2020,C22
002067,2021,C22
002067,2022,C22
002067,2023,C22
002068,2008,C26
002068,2009,C26
002068,2010,C26
002068,2011,C26
002068,2012,C26
002068,2013,C26
002068,2014,C26
002068,2015,C26
002068,2016,C26
002068,2017,C26
002068,2018,C26
002068,2019,C26
002068,2020,C26
002068,2021,C26
002068,2022,C26
002068,2023,C26
002069,2008,A
002069,2009,A
002069,2010,A
002069,2011,A
002069,2012,A
002069,2013,A
002069,2014,A
002069,2015,A
002069,2017,A
002069,2018,A
002069,2019,A
002069,2020,A
002069,2021,A
002069,2023,A
002070,2008,C17
002070,2009,C17
002070,2010,C17
002070,2011,C17
002070,2012,C17
002070,2013,C17
002070,2014,C17
002070,2015,C17
002070,2016,C17
002071,2008,C33
002071,2009,C33
002071,2010,C33
002071,2011,C33
002071,2012,C33
002071,2013,C33
002071,2014,R
002071,2015,R
002071,2016,R
002071,2017,R
002071,2018,R
002072,2008,C17
002072,2009,C17
002072,2013,C17
002072,2014,C17
002072,2015,C17
002072,2016,C17
002072,2017,I
002072,2022,I
002072,2023,I
002073,2008,I
002073,2009,I
002073,2010,I
002073,2011,I
002073,2012,C35
002073,2013,C35
002073,2014,C35
002073,2015,C35
002073,2016,C35
002073,2017,C35
002073,2018,C35
002073,2019,C35
002073,2020,C35
002073,2021,C35
002073,2022,C35
002073,2023,C35
002074,2008,C38
002074,2009,C38
002074,2010,C38
002074,2011,C38
002074,2012,C38
002074,2013,C38
002074,2014,C38
002074,2015,C38
002074,2016,C38
002074,2017,C38
002074,2018,C38
002074,2019,C38
002074,2020,C38
002074,2021,C38
002074,2022,C38
002074,2023,C38
002075,2011,C31
002075,2012,C31
002075,2013,C31
002075,2014,C31
002075,2015,C31
002075,2016,C31
002075,2017,C31
002075,2018,C31
002075,2019,C31
002075,2020,C31
002075,2021,C31
002075,2022,C31
002075,2023,C31
002076,2008,C39
002076,2009,C39
002076,2010,C39
002076,2011,C38
002076,2012,C38
002076,2013,C38
002076,2014,C38
002076,2015,C38
002076,2016,C38
002076,2017,C38
002076,2018,C38
002076,2023,C38
002077,2008,S
002077,2009,S
002077,2010,S
002077,2011,S
002077,2012,K
002077,2013,K
002077,2014,K
002077,2015,K
002077,2016,K
002077,2017,K
002077,2018,K
002077,2019,K
002077,2021,C39
002077,2022,C39
002077,2023,C39
002078,2008,C22
002078,2009,C22
002078,2010,C22
